id,Year,Paper,Keyword_1,Keyword_2,Keyword_3,Keyword_4,NewKeyword
330,1998,learning to resolve natural language ambiguities:  a unified approach,natural language, natural language, learning in natural language,nan,nlp
331,1998,generating inference-rich discourse through revisions of rst-trees,natural language, natural language, natural language generation,nan,nlp
332,1998,machine learning of generic and user-focused summarization,natural language, natural language, natural language generation,nan,nlp
333,1998,hermes:  supporting argumentative discourse in multi-agent decision making,natural language, natural language, natural language generation - argumentation,nan,nlp
334,1998,bayesian reasoning in an abductive mechanism for argument generation and analysis,natural language, natural language, natural language generation - argumentation,nan,nlp
335,1998,fixpoint 3-valued semantics for autoepistemic logic,nonmonotonic reasoning, nonmonotonic reasoning,nan,nan,knowledge representation
336,1998,experimenting with power default reasoning,nonmonotonic reasoning, nonmonotonic reasoning,nan,nan,knowledge representation
337,1998,reducing query answering to satisfiability in nonmonotonic logics,nonmonotonic reasoning, nonmonotonic reasoning,nan,nan,knowledge representation
338,1998,improving big plans,planning, planning,nan,nan,planning methods
339,1998,controlling communication in distributed planning using irrelevance reasoning,planning, planning,nan,nan,planning methods
340,1998,automatic obdd-based generation of universal plans in non-deterministic domains,planning, planning, frameworks for plan generation,nan,planning methods
341,1998,hybrid planning for partially hierarchical domains,planning, planning, frameworks for plan generation,nan,planning methods
342,1998,conformant graphplan,planning, planning, graph plan,nan,planning methods
343,1998,extending graphplan to handle uncertainty & sensing actions,planning, planning, graph plan,nan,planning methods
344,1998,inferring state constraints for domain-independent planning,planning, planning, plan efficiency,nan,planning methods
345,1998,analyzing external conditions to improve the efficiency of htn planning,planning, planning, plan efficiency,nan,planning methods
346,1998,"managing multiple tasks in complex, dynamic environments",planning, planning, plan execution,nan,planning methods
347,1998,maintaining consistency in hierarchical reasoning,planning, planning, plan execution,nan,planning methods
348,1998,acquisition of abstract plan descriptions for plan recognition,planning, planning, plan recognition,nan,planning methods
349,1998,needles in a haystack:  plan recognition in large spatial domains involving multiple agents,planning, planning, plan recognition,nan,planning methods
350,1998,"act, and the rest will follow:  exploiting determinism in planning as satisfiability",planning, planning, planning as satisfiability,nan,planning methods
