Year,Title
1997,improving regressors using boosting techniques.
1997,expected mistake bound model for on-line reinforcement learning.
1997,learning belief networks in the presence of missing values and hidden variables.
1997,probabilistic linear tree.
1997,a probabilistic analysis of the rocchio algorithm with tfidf for text categorization.
1997,reinforcement learning in pomdps with function approximation.
1997,option decision trees with majority votes.
1997,hierarchically classifying documents using very few words.
1997,addressing the curse of imbalanced training sets: one-sided selection.
1997,automatic rule acquisition for spelling correction.
1997,pessimistic decision tree pruning based continuous-time.
1997,pruning adaptive boosting.
1997,on the decomposition of polychotomies into dichotomies.
1997,arcchnid: adaptive retrieval agents choosing heuristic neighborhoods.
1997,efficient locally weighted polynomial regression predictions.
1997,"preventing ""overfitting"" of cross-validation data."
1997,the effects of training set size on decision tree complexity.
1997,the effective size of a neural network: a principal component approach.
1997,exponentiated gradient methods for reinforcement learning.
1997,learning goal-decomposition rules using exercises.
1997,learning string edit distance.
1997,an adaptation of relief for attribute estimation in regression.
1997,predicting multiprocessor memory access patterns with learning models.
1997,using output codes to boost multiclass learning problems.
1997,boosting the margin: a new explanation for the effectiveness of voting methods.
1997,"why experimentation can be better than ""perfect guidance""."
1997,characterizing the generalization performance of model selection strategies.
1997,a bayesian approach to model learning in non-markovian environments.
1997,hierarchical explanation-based reinforcement learning.
1997,stacking bagged and dagged models.
1997,declarative bias in equation discovery.
1997,functional models for regression tree leaves.
1997,integrating feature construction with multiple classifiers in decision tree induction.
1997,instance pruning techniques.
1997,a comparative study on feature selection in text categorization.
